2.612203601550682278e-02,-1.274842401017649840e-01,9.926915859935606656e-01,-9.999559714907066965e-01
8.982192024981584810e-02,-1.112575221132395403e-01,9.407642257629458271e-01,-1.000001972666010541e+00
1.012604282412301882e-01,-1.051274629072909972e-01,9.125649272180010874e-01,-1.000005578039020016e+00
8.334826911860218623e-02,-1.011530823526598094e-01,8.762778399303129406e-01,-1.000016400426717134e+00
7.301815091400304381e-02,-1.064081492199292905e-01,8.706459729226947442e-01,-1.000050349113139836e+00
9.003241784207405285e-02,-1.347525986402178105e-02,9.665208694812605916e-01,-1.011294500143574693e+00
1.469336462829355094e-01,1.169680440903398538e-01,1.052303124192244699e+00,-1.010062052037460578e+00
1.996664841648388145e-01,2.490525630760591358e-01,1.049504746190946802e+00,-1.009391211150429513e+00
2.317392149105692856e-01,3.472143235323144617e-01,1.032647300353513042e+00,-1.001277742965271944e+00
2.348855329029924666e-01,2.944628882063291542e-01,1.059381509365515894e+00,-1.000407366647548368e+00
2.467076809417281524e-01,2.396643515524658485e-01,1.100483154339236602e+00,-1.000298429576911285e+00
2.500718594671935691e-01,2.223618132891111709e-01,1.136640806010500437e+00,-1.000286782267631569e+00
2.501135854627023480e-01,2.088487540830683276e-01,1.156585241457898539e+00,-1.000273617963087336e+00
2.466467603791210605e-01,2.043288187473430995e-01,1.156887381918967339e+00,-1.000256113788103196e+00
2.432774673069866556e-01,2.073507978813496633e-01,1.148596485009349077e+00,-1.000212850864243830e+00
2.407662789507361012e-01,2.027734039732306259e-01,1.137440855316136368e+00,-1.000173557942609870e+00
2.287620796915186272e-01,1.997371189878185405e-01,1.109953156968987997e+00,-1.000136037416514245e+00
2.071798885073625751e-01,1.899932608132366141e-01,1.112787408329132921e+00,-1.000092721776927762e+00
2.110089563795641276e-01,2.202433707731434598e-01,1.111477518477426152e+00,-9.999929081011127430e-01
2.091751652483654356e-01,2.046014691067906954e-01,1.115736239513740458e+00,-9.999523871330641134e-01
2.144426936170584219e-01,2.162362757052961326e-01,1.113116513265827168e+00,-1.000008401730251961e+00
2.045255432437468601e-01,1.996576370231646080e-01,1.113868850136184641e+00,-9.999707911906368096e-01
2.152240169811745207e-01,2.340016743170298119e-01,1.103723800401386290e+00,-9.999931513739976907e-01
2.082145730772362591e-01,2.087145439305304051e-01,1.110206935517018101e+00,-9.999430674508511530e-01
2.172835003538160781e-01,2.286405287489008398e-01,1.106798438745296709e+00,-1.000001668166789148e+00
