4.806024695562061133e-02,-1.272892550568409942e-01,9.808302072182971676e-01,-9.999768587638184769e-01
9.296140239488243084e-02,-1.097784843687469453e-01,9.272363939171736069e-01,-1.000013695289887705e+00
8.265913321841282524e-02,-1.080226879966040970e-01,8.869558316525758546e-01,-1.000042558786106373e+00
8.360594123471933037e-02,-7.247720193282450318e-02,9.100925385250948629e-01,-1.000263260308873914e+00
1.366035342918336115e-01,7.994618545022957878e-02,1.044755876453514531e+00,-1.001552952637574156e+00
1.840302719378184293e-01,2.596495282225946832e-01,1.084699980012256981e+00,-1.000795779155660981e+00
2.158323820467731857e-01,3.050732134705480547e-01,1.085077986562603902e+00,-1.000062060387743923e+00
2.203692469914260987e-01,2.935560728851937529e-01,1.093803384217940433e+00,-1.000077726708384018e+00
2.196425966455850531e-01,2.694532867188894620e-01,1.106761721646386087e+00,-1.000081932056812395e+00
2.173074589904978871e-01,2.547888644459991858e-01,1.111207006562048960e+00,-1.000073336637428145e+00
2.167694430774643188e-01,2.405910818872644408e-01,1.114924543648589950e+00,-1.000063817960620938e+00
2.044074019642197759e-01,2.152670305190763078e-01,1.106737273115730336e+00,-1.000041555286374173e+00
1.811972070779181987e-01,2.032809248953637016e-01,1.111180424520268328e+00,-1.000014501490487095e+00
2.184414591052442900e-01,2.883665834320501831e-01,1.057952877417398962e+00,-1.000075905023917633e+00
2.230242930032848292e-01,2.356806568930555623e-01,1.074659660926377214e+00,-1.000078467081024325e+00
1.944126899917898721e-01,2.298338599424792350e-01,1.086000882357620156e+00,-1.000054313528968786e+00
1.795411397398223030e-01,2.120304394104432499e-01,1.112356569262746397e+00,-1.000020269733187916e+00
2.155644952839954054e-01,2.916056959875600318e-01,1.054074420021037461e+00,-1.000053999357583656e+00
2.255954500481932301e-01,2.457642118916106011e-01,1.100211083119714051e+00,-1.000054147195187149e+00
2.011554001491434318e-01,2.067088028295241131e-01,1.097131518692497920e+00,-1.000032780123474518e+00
1.825445308706430125e-01,2.119873328416106428e-01,1.110251976503095372e+00,-1.000014790700354927e+00
2.177076309329919745e-01,2.764757018775053088e-01,1.075354157065713911e+00,-1.000039953340609689e+00
2.059583640535558313e-01,2.217003046290337842e-01,1.092041115113000505e+00,-1.000031488828367898e+00
1.761769190733417090e-01,2.024713727208825864e-01,1.114166325122637247e+00,-1.000001268383068354e+00
2.118708011861522578e-01,2.993519582690488123e-01,1.051461166292872118e+00,-1.000048488269811298e+00
